name, date, open, max, min, close, volume 
CHEMOS,20141201,1.1699999999999999,1.1899999999999999,1.1699999999999999,1.1899999999999999,777
CIECH,20141201,44.710000000000001,44.75,44.119999999999997,44.149999999999999,11144
CIGAMES,20141201,9.0500000000000007,9.1500000000000004,8.9000000000000004,8.9299999999999997,35174
CNT,20141201,7.2999999999999998,7.4699999999999998,7.2999999999999998,7.4400000000000004,1851
COALENERG,20141201,0.66000000000000003,0.66000000000000003,0.59999999999999998,0.65000000000000002,35332
COGNOR,20141201,1.4099999999999999,1.4099999999999999,1.3600000000000001,1.3799999999999999,39653
COLIAN,20141201,3.2799999999999998,3.2799999999999998,3.1499999999999999,3.1499999999999999,33061
COMARCH,20141201,115,115.5,113.05,114.90000000000001,159
COMP,20141201,57.280000000000001,58.990000000000002,57.280000000000001,57.409999999999997,119
COMPERIA,20141201,21.489999999999998,21.75,21.199999999999999,21.739999999999998,4355
CORMAY,20141201,3.75,3.7599999999999998,3.6200000000000001,3.6899999999999999,19718
CPGROUP,20141201,4.0999999999999996,4.3099999999999996,4.0999999999999996,4.2400000000000002,118
CYFRPLSAT,20141201,24.649999999999999,24.649999999999999,24.170000000000002,24.170000000000002,1070323
CZTOREBKA,20141201,3.1400000000000001,3.7000000000000002,2.5,2.5,1066105
DEBICA,20141201,95.510000000000005,95.510000000000005,95,95.480000000000004,277
DECORA,20141201,6.75,6.75,6.4000000000000004,6.5499999999999998,103995
DGA,20141201,5.8700000000000001,5.8700000000000001,5.8700000000000001,5.8700000000000001,39
DMWDM,20141201,0.77000000000000002,0.81999999999999995,0.77000000000000002,0.81999999999999995,1968
DOMDEV,20141201,45.490000000000002,47.490000000000002,44.140000000000001,44.140000000000001,234
DRAGOWSKI,20141201,2.8700000000000001,2.8700000000000001,2.8500000000000001,2.8500000000000001,3910
DROP,20141201,2.2200000000000002,2.2200000000000002,2.0499999999999998,2.0600000000000001,4800
DROZAPOL,20141201,3.0699999999999998,3.3500000000000001,3.0699999999999998,3.3399999999999999,8605
DSS,20141201,0.56999999999999995,0.56999999999999995,0.46000000000000002,0.46000000000000002,996387
DTP,20141201,4.8200000000000003,4.8200000000000003,4.7000000000000002,4.7300000000000004,35
DUDA,20141201,6.9800000000000004,7.0099999999999998,6.9800000000000004,7,24567
DUON,20141201,1.96,2.0299999999999998,1.9199999999999999,1.99,351359
ECARD,20141201,1.8300000000000001,1.8300000000000001,1.77,1.8300000000000001,47
ECHO,20141201,6.7400000000000002,6.7400000000000002,6.4900000000000002,6.7000000000000002,20300
EDINVEST,20141201,2.5699999999999998,2.5699999999999998,2.5699999999999998,2.5699999999999998,1
EFEKT,20141201,12.199999999999999,12.44,12.199999999999999,12.35,181
EKANCELAR,20141201,0.77000000000000002,0.81000000000000005,0.73999999999999999,0.78000000000000003,131818
EKOEXPORT,20141201,28.100000000000001,28.609999999999999,28,28.09,10285
ELBUDOWA,20141201,78.040000000000006,78.040000000000006,78.019999999999996,78.019999999999996,136
ELEKTROTI,20141201,9.6999999999999993,9.6999999999999993,9.4900000000000002,9.4900000000000002,682
ELEMENTAL,20141201,3.2000000000000002,3.2000000000000002,3.1000000000000001,3.1499999999999999,31432
ELKOP,20141201,1.55,1.6299999999999999,1.54,1.6200000000000001,3207
ELZAB,20141201,16.850000000000001,16.890000000000001,16.329999999999998,16.699999999999999,2974
EMCINSMED,20141201,16.690000000000001,16.800000000000001,15.960000000000001,15.960000000000001,1089
EMPERIA,20141201,48.490000000000002,49.479999999999997,47.950000000000003,49.479999999999997,25168
ENAP,20141201,1.1499999999999999,1.1499999999999999,1.0800000000000001,1.0900000000000001,25005
ENEA,20141201,17.969999999999999,17.989999999999998,17.800000000000001,17.899999999999999,696366
ENELMED,20141201,11.85,11.970000000000001,11.699999999999999,11.970000000000001,4379
ENERGA,20141201,23.219999999999999,23.48,22.91,23.210000000000001,577281
ENERGOINS,20141201,11.74,11.74,11.220000000000001,11.74,20
ERBUD,20141201,25.899999999999999,25.899999999999999,25.100000000000001,25.100000000000001,696
ERG,20141201,15.69,15.69,15.69,15.69,1
ERGIS,20141201,3.75,3.8500000000000001,3.75,3.7999999999999998,7259
ESSYSTEM,20141201,2.4399999999999999,2.4399999999999999,2.4399999999999999,2.4399999999999999,600
ETFDAX,20141201,402.52999999999997,402.52999999999997,400.99000000000001,402.44,61
ETFSP500,20141201,72.989999999999995,72.989999999999995,70.549999999999997,70.549999999999997,374
ETFW20L,20141201,275,275,270.91000000000003,271.41000000000003,145
EUCO,20141201,26.010000000000002,26.890000000000001,26.010000000000002,26.890000000000001,21923
EUROCASH,20141201,36.780000000000001,37.5,36.020000000000003,37.060000000000002,263160
EUROTEL,20141201,13.65,13.869999999999999,13.34,13.449999999999999,4439
FAMUR,20141201,3.3500000000000001,3.3900000000000001,3.2799999999999998,3.29,40042
FASING,20141201,18.199999999999999,18.600000000000001,18.18,18.530000000000001,1355
FEERUM,20141201,16,16,15.869999999999999,16,55
FENGHUA,20141201,26.949999999999999,26.949999999999999,25.399999999999999,26.449999999999999,118
FERRO,20141201,9.8499999999999996,9.8499999999999996,9.8300000000000001,9.8300000000000001,2661
FERRUM,20141201,4.7999999999999998,4.7999999999999998,4.5999999999999996,4.7800000000000002,2206
FON,20141201,0.98999999999999999,1,0.97999999999999998,1,3656
FORTE,20141201,48.310000000000002,48.789999999999999,48.310000000000002,48.5,11334
FORTUNA,20141201,18.399999999999999,18.75,18.399999999999999,18.75,5463
FOTA,20141201,0.81999999999999995,0.84999999999999998,0.76000000000000001,0.82999999999999996,249268
GETIN,20141201,2.3799999999999999,2.3900000000000001,2.3500000000000001,2.3599999999999999,68011
GETINOBLE,20141201,2.23,2.23,2.1699999999999999,2.2000000000000002,338139
GINOROSSI,20141201,2.8500000000000001,2.9500000000000002,2.8500000000000001,2.9500000000000002,9648
GLCOSMED,20141201,5.9000000000000004,6.4900000000000002,5.9000000000000004,6.3899999999999997,28098
GLOBCITYHD,20141201,38.049999999999997,39.100000000000001,38,39.100000000000001,14510
GORENJE,20141201,26.010000000000002,27,26.010000000000002,27,284
GPW,20141201,48,48,47.030000000000001,47.600000000000001,20241
GRAAL,20141201,19.109999999999999,19.219999999999999,18.699999999999999,18.699999999999999,2805
GRAJEWO,20141201,30.199999999999999,30.969999999999999,30.18,30.969999999999999,3672
GROCLIN,20141201,10.25,10.300000000000001,10.15,10.15,18333
GRUPAAZOTY,20141201,62.5,64.5,62.229999999999997,64.5,30269
GTC,20141201,6.1399999999999997,6.1399999999999997,6,6.0700000000000003,56227
HANDLOWY,20141201,107.09999999999999,107.2,105.65000000000001,106.25,39720
HARPER,20141201,3.3900000000000001,3.3900000000000001,3.3900000000000001,3.3900000000000001,11
HAWE,20141201,2.3799999999999999,2.3799999999999999,2.3399999999999999,2.3599999999999999,344693
HELIO,20141201,5.0999999999999996,5.2999999999999998,5.0999999999999996,5.2999999999999998,2752
HERKULES,20141201,2.9399999999999999,2.9500000000000002,2.8100000000000001,2.9500000000000002,456414
HUTMEN,20141201,4.9199999999999999,4.9800000000000004,4.9100000000000001,4.9800000000000004,8869
HYDROTOR,20141201,32.310000000000002,33.5,32.310000000000002,33,327
HYPERION,20141201,2.4399999999999999,2.4399999999999999,2.2999999999999998,2.3999999999999999,16900
IFCAPITAL,20141201,1.1499999999999999,1.2,1.1499999999999999,1.2,5520
IMCOMPANY,20141201,6.46,6.7000000000000002,6.46,6.7000000000000002,1440
IMMOBILE,20141201,2.1699999999999999,2.2999999999999998,2.1699999999999999,2.2999999999999998,5652
IMPEL,20141201,30,30,29.600000000000001,29.899999999999999,79
IMPERA,20141201,1.76,1.76,1.76,1.76,109
IMPEXMET,20141201,2.71,2.7200000000000002,2.7000000000000002,2.71,57111
IMS,20141201,2.2799999999999998,2.29,2.1400000000000001,2.2000000000000002,12935
INC,20141201,1.95,1.95,1.8500000000000001,1.8999999999999999,1058
INDYGO,20141201,0.83999999999999997,0.85999999999999999,0.79000000000000004,0.81000000000000005,211659
INDYKPOL,20141201,48.100000000000001,48.780000000000001,48,48,1081
INGBSK,20141201,144.5,145.80000000000001,144.30000000000001,145,12086
INPRO,20141201,3.3100000000000001,3.5,3.3100000000000001,3.5,1127
INSTALKRK,20141201,16.609999999999999,16.699999999999999,16.550000000000001,16.699999999999999,10100
INTEGERPL,20141201,189.90000000000001,189.90000000000001,182.59999999999999,183.75,3447
INTERAOLT,20141201,21.800000000000001,21.809999999999999,21.780000000000001,21.780000000000001,895
INTERBUD,20141201,1.1100000000000001,1.1100000000000001,1.04,1.04,2299
INTERCARS,20141201,214,214,209.94999999999999,214,910
INTERSPPL,20141201,1.1000000000000001,1.1000000000000001,1.05,1.0700000000000001,2530
INTROL,20141201,9.0899999999999999,9.0899999999999999,9.0899999999999999,9.0899999999999999,155
INVISTA,20141201,2.2400000000000002,2.2400000000000002,2.23,2.23,13500
IPOPEMA,20141201,4.54,4.6500000000000004,4.46,4.46,183104
IQP,20141201,0.93999999999999995,0.93999999999999995,0.91000000000000003,0.91000000000000003,746
IVMX,20141201,3.5600000000000001,3.5600000000000001,3.5600000000000001,3.5600000000000001,1
IZOLACJA,20141201,1.8,1.8,1.7,1.7,2
IZOSTAL,20141201,5.4000000000000004,5.54,5.4000000000000004,5.54,412
JSW,20141201,20.899999999999999,20.899999999999999,19.100000000000001,20.199999999999999,785901
JWCONSTR,20141201,2.4399999999999999,2.4900000000000002,2.3199999999999998,2.3399999999999999,114816
K2INTERNT,20141201,11.41,11.44,11.15,11.15,854
KANIA,20141201,2.4900000000000002,2.4900000000000002,2.3900000000000001,2.3999999999999999,68570
KBDOM,20141201,2.3999999999999999,2.5,2.29,2.3999999999999999,11031
KERDOS,20141201,1.6299999999999999,1.6399999999999999,1.5800000000000001,1.5800000000000001,205341
KERNEL,20141201,29.16,31.170000000000002,29.149999999999999,31.02,371054
KETY,20141201,294,294,288,292,1640
KGHM,20141201,121.95,121.95,118.2,118.8,2002018
KINOPOL,20141201,12.199999999999999,12.43,12.199999999999999,12.300000000000001,905
KOFOLA,20141201,41.5,41.5,38.890000000000001,40,16
KOGENERA,20141201,59.75,59.75,59.75,59.75,10
KOMPUTRON,20141201,6.8200000000000003,6.9000000000000004,6.6399999999999997,6.7000000000000002,40927
KONSSTALI,20141201,19.899999999999999,19.899999999999999,18,19.850000000000001,166
KOPEX,20141201,10.800000000000001,10.81,10.550000000000001,10.550000000000001,136398
KRAKCHEM,20141201,4.0999999999999996,4.2400000000000002,4.0999999999999996,4.1799999999999997,2806
KREC,20141201,8.5999999999999996,8.5999999999999996,8.2300000000000004,8.25,1671
KREDYTIN,20141201,18.059999999999999,18.420000000000002,18.059999999999999,18.359999999999999,4227
KREZUS,20141201,4.8300000000000001,4.8300000000000001,4.6500000000000004,4.7800000000000002,6338
KRUK,20141201,116.40000000000001,117,116.3,116.3,1362
KRUSZWICA,20141201,59.299999999999997,59.299999999999997,57.509999999999998,59,1201
KSGAGRO,20141201,1.1799999999999999,1.1899999999999999,1.1599999999999999,1.1799999999999999,37522
LCCORP,20141201,1.6499999999999999,1.6499999999999999,1.5700000000000001,1.5700000000000001,106947
LENA,20141201,4.1799999999999997,4.2999999999999998,4.1799999999999997,4.2999999999999998,32218
LENTEX,20141201,8.4499999999999993,8.4499999999999993,8.3499999999999996,8.4000000000000004,19723
LIBET,20141201,2.73,2.73,2.6600000000000001,2.6600000000000001,458
LIVECHAT,20141201,25.010000000000002,27.739999999999998,25,27.739999999999998,188478
LMCSFIZ,20141201,1250,1250,1250,1250,50
LMDSFIZ,20141201,1169.9000000000001,1169.9000000000001,1169.9000000000001,1169.9000000000001,1
LOTOS,20141201,26.789999999999999,26.789999999999999,26.329999999999998,26.739999999999998,236514
LPP,20141201,8840,9069.9500000000007,8840,8999.9500000000007,2896
LSISOFT,20141201,6,6.2000000000000002,6,6,1365
LUBAWA,20141201,1.1200000000000001,1.1299999999999999,1.1000000000000001,1.1200000000000001,99108
MABION,20141201,39.200000000000003,39.210000000000001,38.200000000000003,38.200000000000003,1517
MAGELLAN,20141201,68.099999999999994,68.099999999999994,66.120000000000005,66.120000000000005,3338
MAKARONPL,20141201,5.9800000000000004,5.9800000000000004,5.5199999999999996,5.7199999999999998,13185
MARVIPOL,20141201,6.8499999999999996,6.9000000000000004,6.3499999999999996,6.75,24923
MBANK,20141201,503.64999999999998,507.94999999999999,499.05000000000001,503.89999999999998,26476
MCI,20141201,10.210000000000001,10.25,10.15,10.23,25235
MCLOGIC,20141201,40.100000000000001,40.100000000000001,40.100000000000001,40.100000000000001,15
MEDIATEL,20141201,0.70999999999999996,0.70999999999999996,0.70999999999999996,0.70999999999999996,1
MEDICALG,20141201,206,207.30000000000001,204,207.30000000000001,1289
MENNICA,20141201,13.65,13.65,13.5,13.5,859
MERCATOR,20141201,11.51,11.68,11.5,11.550000000000001,2968
MERCOR,20141201,6.5,6.8499999999999996,6.5,6.8499999999999996,24921
MEXPOLSKA,20141201,1.8500000000000001,1.8500000000000001,1.79,1.79,1380
MFO,20141201,10.619999999999999,10.619999999999999,10.619999999999999,10.619999999999999,1
MIDAS,20141201,0.62,0.62,0.59999999999999998,0.62,533702
MILKILAND,20141201,2.04,2.04,1.95,1.96,8474
MILLENNIUM,20141201,7.71,7.7199999999999998,7.5099999999999998,7.5499999999999998,294188
MIRACULUM,20141201,1.8,1.9099999999999999,1.52,1.5600000000000001,36752
